identifier,name,description, audience_size ,type,source,partner,path
6.00322E+12,World Chess Championship,,"4,187,680.00",interests,,,Interests/Additional interests/World Chess Championship
6.00317E+12,Catfish,,"4,082,060.00",interests,,,Interests/Additional interests/Catfish
6.00327E+12,Kogi Korean BBQ,,"68,550.00",interests,,,Interests/Additional interests/Kogi Korean BBQ
1.09533E+14,Federal Bureau of Prisons (BOP),,"11,409.00",work_employers,,,Demographics/Work/Employers/Federal Bureau of Prisons (BOP)
6.00335E+12,Raiders of the Lost Ark,,"3,017,080.00",interests,,,Interests/Additional interests/Raiders of the Lost Ark
6.00321E+12,Beck (EP),,"1,089,630.00",interests,,,Interests/Additional interests/Beck (EP)
6.00349E+12,Nike & Adidas,,"10,331,190.00",interests,,,Interests/Additional interests/Nike & Adidas
1.15844E+14,Rabindranath Tagore International Institute of Cardiac...,,"2,632.00",work_employers,,,Demographics/Work/Employers/Rabindranath Tagore International Institute of Cardiac...
6.00375E+12,Art film,,"15,297,000.00",interests,,,Interests/Additional interests/Art film
6.00329E+12,Voluntary association,,"50,438,140.00",interests,,,Interests/Additional interests/Voluntary association
1.05459E+14,BBSBEC,,"18,464.00",education_schools,,,Demographics/Education/Schools/Universities/BBSBEC
6.00321E+12,Funcinpec Party,,"281,770.00",interests,,,Interests/Additional interests/Funcinpec Party
4.88594E+14,Ba’Å Ûêa’£O bí‰’Åt ThI’ónH lI’ónHŒÁŒÁŒÁŒÁŒÁL¨Á’óA tI’ónH cO’Å tRi’óNh...,,"14,305.00",work_employers,,,Demographics/Work/Employers/Ba’Å Ûêa’£O bí‰’Åt ThI’ónH lI’ónHŒÁŒÁŒÁŒÁŒÁL¨Á’óA tI’ónH cO’Å tRi’óNh...
6.0036E+12,Social science,,"169,357,550.00",interests,,,Interests/Additional interests/Social science
84705285826,FAD International,,"3,559.00",education_schools,,,Demographics/Education/Schools/Universities/FAD International
6.00353E+12,Express Scripts,,"140,330.00",interests,,,Interests/Additional interests/Express Scripts
3.42882E+14,AybastÛ± íˆok ProgramlÛ± Lisesi,,"7,143.00",education_schools,,,Demographics/Education/Schools/Universities/AybastÛ± íˆok ProgramlÛ± Lisesi
92215404294,American Film Institute,,"3,530.00",education_schools,,,Demographics/Education/Schools/Universities/American Film Institute
6.01501E+12,Al Jazeera Documentary Channel - ™‰™Êø_ø© ø_™‹øåø_™_ø±ø© ø_™‹™_ø‚ø_ø_™‰™_ø©,,"6,282,910.00",interests,,,Interests/Additional interests/Al Jazeera Documentary Channel - ™‰™Êø_ø© ø_™‹øåø_™_ø±ø© ø_™‹™_ø‚ø_ø_™‰™_ø©
6.00316E+12,Gamepad,,"4,713,340.00",interests,,,Interests/Additional interests/Gamepad
6.00922E+12,Beauty products and accessories,People in households that buy fashion accessories and/or beauty products,"394,000.00",behaviors,"Epsilon - Aggregated, multi-sourced offline transaction-based data",Epsilon,Behaviours/Purchase behavior/Health and beauty/Beauty products and accessories
6.00313E+12,Symphonie fantastique,,"8,180.00",interests,,,Interests/Additional interests/Symphonie fantastique
6.00336E+12,Aquaponics,,"972,250.00",interests,,,Interests/Additional interests/Aquaponics
6.00304E+12,Laila Ali,,"3,407,010.00",interests,,,Interests/Additional interests/Laila Ali
6.00329E+12,ETC- tidningarna,,"69,940.00",interests,,,Interests/Additional interests/ETC- tidningarna
6.00328E+12,NGK,,"70,080.00",interests,,,Interests/Additional interests/NGK
6.00347E+12,Eugenio Finardi,,"114,550.00",interests,,,Interests/Additional interests/Eugenio Finardi
6.00301E+12,Microbiologist,,"73,580.00",interests,,,Interests/Additional interests/Microbiologist
1.08485E+14,AydÛ±n,,"4,887.00",work_employers,,,Demographics/Work/Employers/AydÛ±n
6.00323E+12,Rama,,"8,291,850.00",interests,,,Interests/Additional interests/Rama
6.00326E+12,"Apollo, Pennsylvania",,"5,328,490.00",interests,,,"Interests/Additional interests/Apollo, Pennsylvania"
6.00306E+12,Belí©m,,"2,962,910.00",interests,,,Interests/Additional interests/Belí©m
6.0035E+12,axis,,"508,790.00",interests,,,Interests/Additional interests/axis
6.00318E+12,IZVAN KONTROLE - Home of Streetwear,,"2,630.00",interests,,,Interests/Additional interests/IZVAN KONTROLE - Home of Streetwear
6.00329E+12,American Academy of Hospice and Palliative Medicine,,"4,850.00",interests,,,Interests/Additional interests/American Academy of Hospice and Palliative Medicine
6.00339E+12,Province of Valencia,,"1,101,480.00",interests,,,Interests/Additional interests/Province of Valencia
6.00307E+12,Cumae,,"1,659,800.00",interests,,,Interests/Additional interests/Cumae
6.00326E+12,Burmese python,,"311,330.00",interests,,,Interests/Additional interests/Burmese python
6.00629E+12,Jaguar,People in households that own Jaguars.,"371,000.00",behaviors,"Multi-sourced, US consumer household information from IHS Automotive (Polk) that draws from geographic, demographic, and area-level vehicle characteristics validated using actual vehicle registration data",DLX,Behaviours/Automotive/Owners/Make/Jaguar
6.00299E+12,Espionage,,"19,438,070.00",interests,,,Interests/Additional interests/Espionage
6.00395E+12,Bicycle,,"131,146,700.00",interests,,,Interests/Additional interests/Bicycle
6.00922E+12,Eskimo Callboy,,"154,370.00",interests,,,Interests/Additional interests/Eskimo Callboy
6.00375E+12,Rehabilitation (penology),,"307,400.00",interests,,,Interests/Additional interests/Rehabilitation (penology)
6.00338E+12,usm,,"15,920.00",interests,,,Interests/Additional interests/usm
6.00316E+12,RCA,,"2,653,710.00",interests,,,Interests/Additional interests/RCA
6.00326E+12,DJ Aqeel,,"389,600.00",interests,,,Interests/Additional interests/DJ Aqeel
1.52307E+14,BBVA Continental,,"24,467.00",work_employers,,,Demographics/Work/Employers/BBVA Continental
6.00328E+12,Veterans,,"27,570,500.00",interests,,,Interests/Hobbies and activities/Politics and social issues/Veterans
6.00331E+12,Reddit,,"16,213,050.00",interests,,,Interests/Additional interests/Reddit
6.00323E+12,Coast,,"38,560,230.00",interests,,,Interests/Additional interests/Coast
1.02031E+14,Royal Military Academy Sandhurst,,"3,643.00",education_schools,,,Demographics/Education/Schools/Universities/Royal Military Academy Sandhurst
6.00314E+12,Aylesbury,,"156,590.00",interests,,,Interests/Additional interests/Aylesbury
6.00329E+12,University of GdaÅ‹sk,,"70,200.00",interests,,,Interests/Additional interests/University of GdaÅ‹sk
1.09244E+14,Split legal profession,,"9,523.00",work_positions,,,Demographics/Work/Job Titles/Split legal profession
6.00396E+12,Asnan News,,"30,840.00",interests,,,Interests/Additional interests/Asnan News
1.39789E+14,BJM Carmel Academy,,"3,046.00",education_schools,,,Demographics/Education/Schools/Universities/BJM Carmel Academy
6.00308E+12,Beneficiary rule,,"717,520.00",interests,,,Interests/Additional interests/Beneficiary rule
6.0156E+12,Ajmal Perfume,,"78,970.00",interests,,,Interests/Additional interests/Ajmal Perfume
6.0037E+12,Friends of the Earth,,"1,111,790.00",interests,,,Interests/Additional interests/Friends of the Earth
8.01111E+14,Ahi Evran Mesleki ve Teknik Anadolu Lisesi,,"3,451.00",education_schools,,,Demographics/Education/Schools/Universities/Ahi Evran Mesleki ve Teknik Anadolu Lisesi
38245492451,ABC7,,"2,811.00",work_employers,,,Demographics/Work/Employers/ABC7
6.00328E+12,™Å—ë™‹™ƒ ™ˆø_—ë—ë ˜©™ˆ øÂø_—ëø¿ øÂøÂ—ë™Ê—ëø¿,,"49,390.00",interests,,,Interests/Additional interests/™Å—ë™‹™ƒ ™ˆø_—ë—ë ˜©™ˆ øÂø_—ëø¿ øÂøÂ—ë™Ê—ëø¿
6.00404E+12,Motorcycle sport,,"15,454,530.00",interests,,,Interests/Additional interests/Motorcycle sport
6.00328E+12,Sanatatea de azi,,"56,190.00",interests,,,Interests/Additional interests/Sanatatea de azi
6.00359E+12,™€™ƒø_™‹ ø_øåø_ø_™ƒ,,"1,360,000.00",interests,,,Interests/Additional interests/™€™ƒø_™‹ ø_øåø_ø_™ƒ
6.00338E+12,Female,,"153,723,590.00",interests,,,Interests/Additional interests/Female
6.00349E+12,FC Bex,,760,interests,,,Interests/Additional interests/FC Bex
6.00306E+12,Nueva cancií_n,,"1,981,130.00",interests,,,Interests/Additional interests/Nueva cancií_n
6.00323E+12,Broadcast Film Critics Association Award for Best Actress,,50,interests,,,Interests/Additional interests/Broadcast Film Critics Association Award for Best Actress
4.5417E+14,Que Pasa Salta Qps,,"272,030.00",interests,,,Interests/Additional interests/Que Pasa Salta Qps
6.0035E+12,Annie E. Casey Foundation,,"55,870.00",interests,,,Interests/Additional interests/Annie E. Casey Foundation
6.01994E+12,Astoria AVM,,"46,650.00",interests,,,Interests/Additional interests/Astoria AVM
6.00416E+12,Fehlfarben,,"4,470.00",interests,,,Interests/Additional interests/Fehlfarben
6.0033E+12,Mouthpiece (brass),,"447,150.00",interests,,,Interests/Additional interests/Mouthpiece (brass)
1.12259E+14,Advertising (Adpertensi),,"407,885.00",education_majors,,,Demographics/Education/Fields of Study/Advertising (Adpertensi)
6.00362E+12,Burcu Esmersoy,,"156,140.00",interests,,,Interests/Additional interests/Burcu Esmersoy
6.01004E+12,Bixiga,,"140,580.00",interests,,,Interests/Additional interests/Bixiga
6.00318E+12,The Boston Consulting Group (BCG),,"286,300.00",interests,,,Interests/Additional interests/The Boston Consulting Group (BCG)
1.07545E+14,A. P. Leto High School,,"39,149.00",education_schools,,,Demographics/Education/Schools/Universities/A. P. Leto High School
1.06184E+14,Aucun,,"3,784.00",work_employers,,,Demographics/Work/Employers/Aucun
6.00337E+12,Balance (ability),,"6,531,620.00",interests,,,Interests/Additional interests/Balance (ability)
6.00299E+12,Antarctica,,"6,827,490.00",interests,,,Interests/Additional interests/Antarctica
6.0089E+12,Luxury retailers,Individuals that are frequent transactor retailers of luxury products across all categories and jewelry stores,"367,900.00",behaviors,"MasterCard - anonymous, aggregated transactions data",DLX,Behaviours/Purchase behavior/Clothing/Women's/Luxury retailers
1.10127E+14,BNU,,"3,107.00",education_schools,,,Demographics/Education/Schools/Universities/BNU
6.00323E+12,68th Golden Globe Awards,,"18,990.00",interests,,,Interests/Additional interests/68th Golden Globe Awards
6.00306E+12,ABSCBNdotcom,,"1,119,710.00",interests,,,Interests/Additional interests/ABSCBNdotcom
6.00339E+12,Asmodí©e í_ditions,,"44,880.00",interests,,,Interests/Additional interests/Asmodí©e í_ditions
6.00321E+12,Lola Cars,,"7,016,680.00",interests,,,Interests/Additional interests/Lola Cars
6.00337E+12,Vienna State Opera,,"377,010.00",interests,,,Interests/Additional interests/Vienna State Opera
6.01534E+12,Amy Ahomiro,,"780,500.00",interests,,,Interests/Additional interests/Amy Ahomiro
6.00404E+12,Interactive fiction,,"3,975,350.00",interests,,,Interests/Additional interests/Interactive fiction
6.00671E+12,Larissa Manoela,,"6,170,350.00",interests,,,Interests/Additional interests/Larissa Manoela
6.00375E+12,"Gallipoli, Apulia",,"718,100.00",interests,,,"Interests/Additional interests/Gallipoli, Apulia"
6.01889E+12,ANWB Rijopleiding,,"17,670.00",interests,,,Interests/Additional interests/ANWB Rijopleiding
6.00629E+12,Porsche,People in households that own Porsches.,"365,700.00",behaviors,"Multi-sourced, US consumer household information from IHS Automotive (Polk) that draws from geographic, demographic, and area-level vehicle characteristics validated using actual vehicle registration data",DLX,Behaviours/Automotive/Owners/Make/Porsche
6.00338E+12,Eugene O'Neill,,"45,310.00",interests,,,Interests/Additional interests/Eugene O'Neill
1.47635E+15,Abu Dhabi Airport,,"6,872.00",work_employers,,,Demographics/Work/Employers/Abu Dhabi Airport
6.00334E+12,"Roxas, Capiz",,"924,960.00",interests,,,"Interests/Additional interests/Roxas, Capiz"
6.01701E+12,Futbol Azteca Deportes,,"3,143,290.00",interests,,,Interests/Additional interests/Futbol Azteca Deportes
6.00348E+12,Fumble,,"1,204,730.00",interests,,,Interests/Additional interests/Fumble
6.00314E+12,Yes Minister,,"61,020.00",interests,,,Interests/Additional interests/Yes Minister
6.00296E+12,Chromosome abnormality,,"115,850.00",interests,,,Interests/Additional interests/Chromosome abnormality
6.00322E+12,Etihad Airways,,"5,858,560.00",interests,,,Interests/Additional interests/Etihad Airways
1.07699E+14,Atacadí£o,,"30,806.00",work_employers,,,Demographics/Work/Employers/Atacadí£o
6.00307E+12,Carmen Boquin,,"271,320.00",interests,,,Interests/Additional interests/Carmen Boquin
6.0033E+12,AECOM,,"755,640.00",interests,,,Interests/Additional interests/AECOM
1.1255E+14,Adrian C. Wilcox High School,,"24,246.00",education_schools,,,Demographics/Education/Schools/Universities/Adrian C. Wilcox High School
1.04074E+14,Amoud University,,"25,898.00",education_schools,,,Demographics/Education/Schools/Universities/Amoud University
6.00344E+12,Gastritis,,"3,088,660.00",interests,,,Interests/Additional interests/Gastritis
3.60075E+14,øåø_™ƒø_ø© ø_™‹ø_™‰øµ™_ Al-Aqsa University,,"15,599.00",education_schools,,,Demographics/Education/Schools/Universities/øåø_™ƒø_ø© ø_™‹ø_™‰øµ™_ Al-Aqsa University
1.07705E+14,Primary education (Alapfokí_ oktatíçs),,"1,312,873.00",education_majors,,,Demographics/Education/Fields of Study/Primary education (Alapfokí_ oktatíçs)
6.00731E+12,Argi,,"43,870.00",interests,,,Interests/Additional interests/Argi
1.03874E+14,Bechtel Group of Companies,,"38,340.00",work_employers,,,Demographics/Work/Employers/Bechtel Group of Companies
6.00321E+12,Who Framed Roger Rabbit,,"342,620.00",interests,,,Interests/Additional interests/Who Framed Roger Rabbit
1.09694E+14,BMSTU,,"68,453.00",education_schools,,,Demographics/Education/Schools/Universities/BMSTU
6.00412E+12,Abduction (2011 film),,"2,360,630.00",interests,,,Interests/Additional interests/Abduction (2011 film)
6.00334E+12,CPI,,"199,830.00",interests,,,Interests/Additional interests/CPI
6.00313E+12,BJP Mahila Morcha,,"89,840.00",interests,,,Interests/Additional interests/BJP Mahila Morcha
25415250906,AEK Athens FC,,"3,493.00",work_employers,,,Demographics/Work/Employers/AEK Athens FC
2.53375E+14,Fixed Gear Photography,,"13,335.00",work_employers,,,Demographics/Work/Employers/Fixed Gear Photography
1.50979E+15,Action Against Hunger (ACLF),,"4,101.00",work_employers,,,Demographics/Work/Employers/Action Against Hunger (ACLF)
1.21353E+15,Antena1,,"2,295.00",work_employers,,,Demographics/Work/Employers/Antena1
6.00333E+12,Australian Council For International Development,,200,interests,,,Interests/Additional interests/Australian Council For International Development
6.00444E+12,BCN Mes,,"11,130.00",interests,,,Interests/Additional interests/BCN Mes
7546056179,Pimp My Ride (Pimp My rRide),,"3,997.00",work_employers,,,Demographics/Work/Employers/Pimp My Ride (Pimp My rRide)
6.00299E+12,Honda FR-V,,"90,270.00",interests,,,Interests/Additional interests/Honda FR-V
6.00325E+12,FIFA World Player of the Year,,"308,500.00",interests,,,Interests/Additional interests/FIFA World Player of the Year
1.12009E+14,Ahmednagar,,"38,670.00",work_employers,,,Demographics/Work/Employers/Ahmednagar
6.00317E+12,Bachelor of Engineering,,"763,640.00",interests,,,Interests/Additional interests/Bachelor of Engineering
6.00329E+12,Association of periOperative Registered Nurses,,"161,090.00",interests,,,Interests/Additional interests/Association of periOperative Registered Nurses
3.7148E+14,AEON Retail Malaysia,,"7,352.00",work_employers,,,Demographics/Work/Employers/AEON Retail Malaysia
6.00319E+12,Cartel,,"3,271,940.00",interests,,,Interests/Additional interests/Cartel
6.00332E+12,Property law,,"2,660,360.00",interests,,,Interests/Additional interests/Property law
6.00373E+12,The 38 years ago,,"951,790.00",interests,,,Interests/Additional interests/The 38 years ago
6.00305E+12,B-cell chronic lymphocytic leukemia,,"46,370.00",interests,,,Interests/Additional interests/B-cell chronic lymphocytic leukemia
6.00348E+12,Grenada,,"1,970,320.00",interests,,,Interests/Additional interests/Grenada
2.23809E+14,APEX College,,"9,401.00",education_schools,,,Demographics/Education/Schools/Universities/APEX College
2.33451E+11,ANKAmall,,"3,090.00",work_employers,,,Demographics/Work/Employers/ANKAmall
6.00312E+12,osb,,"13,930.00",interests,,,Interests/Additional interests/osb
6.00326E+12,Blood Brothers (musical),,"295,130.00",interests,,,Interests/Additional interests/Blood Brothers (musical)
6.00311E+12,John F. Kennedy,,"4,838,700.00",interests,,,Interests/Additional interests/John F. Kennedy
62409685886,American InterContinental University,,"40,384.00",education_schools,,,Demographics/Education/Schools/Universities/American InterContinental University
6.00314E+12,Exotic Shorthair,,"477,050.00",interests,,,Interests/Additional interests/Exotic Shorthair
6.00318E+12,Yamaha FZR1000,,"24,670.00",interests,,,Interests/Additional interests/Yamaha FZR1000
8.8729E+14,AsRomalive.it,,"259,580.00",interests,,,Interests/Additional interests/AsRomalive.it
2.94735E+14,"G.D.T.S. Inter College Kailsa, Amroha",,"4,660.00",education_schools,,,"Demographics/Education/Schools/Universities/G.D.T.S. Inter College Kailsa, Amroha"
6.00297E+12,Freeware,,"226,446,180.00",interests,,,Interests/Additional interests/Freeware
1.06498E+14,Hairdresser,,"1,213,266.00",work_positions,,,Demographics/Work/Job Titles/Hairdresser
6.0037E+12,Apollo,,"2,267,110.00",interests,,,Interests/Additional interests/Apollo
6.00326E+12,United Nations Security Council,,"6,465,770.00",interests,,,Interests/Additional interests/United Nations Security Council
6.0037E+12,Jus exclusivae,,"212,370.00",interests,,,Interests/Additional interests/Jus exclusivae
1.03126E+14,Bhopal School of Social Sciences,,"46,234.00",education_schools,,,Demographics/Education/Schools/Universities/Bhopal School of Social Sciences
1.25364E+14,Ahmedabad Institute Of Technology,,"9,770.00",education_schools,,,Demographics/Education/Schools/Universities/Ahmedabad Institute Of Technology
6.00306E+12,FTV - SCTV,,"340,790.00",interests,,,Interests/Additional interests/FTV - SCTV
3.78232E+14,ø_™‹øÂ™Ê™€ ø_™‹ø_ø±øÂ™_ ø_™‹™_ø‡™Ê™_ ANB,,"2,392.00",work_employers,,,Demographics/Work/Employers/ø_™‹øÂ™Ê™€ ø_™‹ø_ø±øÂ™_ ø_™‹™_ø‡™Ê™_ ANB
6.00404E+12,Strained yogurt,,"3,838,210.00",interests,,,Interests/Additional interests/Strained yogurt
6.0029E+12,Ed,,"212,670.00",interests,,,Interests/Additional interests/Ed
6.01809E+12,Golden eagle,,"3,237,720.00",interests,,,Interests/Additional interests/Golden eagle
6.01417E+12,FHProduction,,"206,390.00",interests,,,Interests/Additional interests/FHProduction
1.79825E+14,FMV IÅôÛ±k íìniversitesi,,"7,692.00",education_schools,,,Demographics/Education/Schools/Universities/FMV IÅôÛ±k íìniversitesi
1.09577E+14,Environmentalism,,"10,732.00",education_majors,,,Demographics/Education/Fields of Study/Environmentalism
6.00336E+12,Khalsa Aid,,"629,610.00",interests,,,Interests/Additional interests/Khalsa Aid
1.15019E+14,brg Steyr,,"3,644.00",education_schools,,,Demographics/Education/Schools/Universities/brg Steyr
6.00342E+12,Stretford,,"79,540.00",interests,,,Interests/Additional interests/Stretford
6.00335E+12,Action (fiction),,"6,486,140.00",interests,,,Interests/Additional interests/Action (fiction)
6.0037E+12,Bengal College of Engineering & Technology,,"8,930.00",interests,,,Interests/Additional interests/Bengal College of Engineering & Technology
6.00366E+12,Eisenbahn- und Verkehrsgewerkschaft,,"10,450.00",interests,,,Interests/Additional interests/Eisenbahn- und Verkehrsgewerkschaft
3.81124E+14,Fapi Faculdade de Pinhais,,"9,156.00",education_schools,,,Demographics/Education/Schools/Universities/Fapi Faculdade de Pinhais
6.00303E+12,River Exe,,"233,310.00",interests,,,Interests/Additional interests/River Exe
6.00318E+12,Revista Ahora Mamíç,,"674,960.00",interests,,,Interests/Additional interests/Revista Ahora Mamíç
6.00374E+12,ESAN,,"186,370.00",interests,,,Interests/Additional interests/ESAN
78929963050,RCN,,"2,085.00",work_employers,,,Demographics/Work/Employers/RCN
6.00359E+12,Brenda Asnicar,,"638,100.00",interests,,,Interests/Additional interests/Brenda Asnicar
6.00305E+12,Azhagiya Tamil Magan,,"26,890.00",interests,,,Interests/Additional interests/Azhagiya Tamil Magan
1.10211E+14,Audio engineering,,"104,125.00",work_positions,,,Demographics/Work/Job Titles/Audio engineering
6.00333E+12,Los Acosta,,"1,027,760.00",interests,,,Interests/Additional interests/Los Acosta
6.00999E+12,Baby toys,"People in households that buy baby toy items such as playmats, rattlers, and swings","361,000.00",behaviors,"Purchase Activity, provided by Acxiom",Acxiom,Behaviours/Purchase behavior/Kids products/Baby toys
6.00322E+12,Jaffa,,"2,394,160.00",interests,,,Interests/Additional interests/Jaffa
6.00345E+12,Bakelite,,"157,870.00",interests,,,Interests/Additional interests/Bakelite
6.0032E+12,Sir,,"1,931,910.00",interests,,,Interests/Additional interests/Sir
2.42813E+14,Enmi Casa :),,"2,765.00",work_employers,,,Demographics/Work/Employers/Enmi Casa :)
1.10682E+15,4th AACTA Awards,,"149,680.00",interests,,,Interests/Additional interests/4th AACTA Awards
6.00325E+12,Demet Evgar,,"73,190.00",interests,,,Interests/Additional interests/Demet Evgar
6.00353E+12,Vault (gymnastics),,"2,232,860.00",interests,,,Interests/Additional interests/Vault (gymnastics)
6.01475E+12,ø_ø_™Êø_ ø_™‹™ƒøµø±™_™_™Ê,,"46,110.00",interests,,,Interests/Additional interests/ø_ø_™Êø_ ø_™‹™ƒøµø±™_™_™Ê
6.00302E+12,Kirk Baxter,,"172,580.00",interests,,,Interests/Additional interests/Kirk Baxter
6.00307E+12,Acrylonitrile butadiene styrene,,"2,310,130.00",interests,,,Interests/Additional interests/Acrylonitrile butadiene styrene
2.48028E+14,APM Terminals,,"13,000.00",work_employers,,,Demographics/Work/Employers/APM Terminals
6.00322E+12,Dizengoff Center,,"73,300.00",interests,,,Interests/Additional interests/Dizengoff Center
4.45675E+14,Registered Respiratory Therapist (RRT),,"4,010.00",work_positions,,,Demographics/Work/Job Titles/Registered Respiratory Therapist (RRT)
6.00311E+12,Oriflame,,"18,067,440.00",interests,,,Interests/Additional interests/Oriflame
1.11688E+14,"R.P.S. Residential Public School, Patna",,"6,216.00",education_schools,,,"Demographics/Education/Schools/Universities/R.P.S. Residential Public School, Patna"
1.05641E+14,Newark Liberty International Airport,,"4,276.00",work_employers,,,Demographics/Work/Employers/Newark Liberty International Airport
6.00331E+12,Resurrection of Jesus,,"2,155,620.00",interests,,,Interests/Additional interests/Resurrection of Jesus
1.85345E+14,Blood On The Dance Floor,,"3,354.00",work_employers,,,Demographics/Work/Employers/Blood On The Dance Floor
6.00332E+12,Bad Neuenahr-Ahrweiler,,"40,140.00",interests,,,Interests/Additional interests/Bad Neuenahr-Ahrweiler
6.00347E+12,Aston Villa F.C.,,"23,824,310.00",interests,,,Interests/Additional interests/Aston Villa F.C.
6.00294E+12,"Anaheim, California",,"4,205,190.00",interests,,,"Interests/Additional interests/Anaheim, California"
6.00296E+12,United Russia,,"5,948,200.00",interests,,,Interests/Additional interests/United Russia
3.43492E+14,ARID,,"26,821.00",education_schools,,,Demographics/Education/Schools/Universities/ARID
6.01947E+12, 100-499 Employees,People who are owners or employees of a company with 100-499 employees,"359,900.00",behaviors,,DLX,Behaviours/B2B/Company size/ 100-499 Employees
1.59584E+15,RAF Red Arrows,,"279,010.00",interests,,,Interests/Additional interests/RAF Red Arrows
6.00326E+12,Unam Cch Plantel Azcapotzalco,,"4,380.00",interests,,,Interests/Additional interests/Unam Cch Plantel Azcapotzalco
6.00325E+12,AIAA - The American Institute of Aeronautics and Astronautics,,"59,360.00",interests,,,Interests/Additional interests/AIAA - The American Institute of Aeronautics and Astronautics
1.05379E+14,Gadsden City High School,,"42,122.00",education_schools,,,Demographics/Education/Schools/Universities/Gadsden City High School
6.0033E+12,í_ Bom Ser Do Bem,,"310,280.00",interests,,,Interests/Additional interests/í_ Bom Ser Do Bem
6.00315E+12,Bucataria de azi,,"18,684.00",interests,,,Interests/Additional interests/Bucataria de azi
6.00321E+12,Love Aaj Kal,,"577,160.00",interests,,,Interests/Additional interests/Love Aaj Kal
2.5305E+14,PRAN-RFL Group,,"14,209.00",work_employers,,,Demographics/Work/Employers/PRAN-RFL Group
6.003E+12,Frost,,"5,530,070.00",interests,,,Interests/Additional interests/Frost
9.4508E+14,Tax Examiner,,"3,415.00",work_positions,,,Demographics/Work/Job Titles/Tax Examiner
6.00311E+12,Venezuelan Football Federation,,"195,750.00",interests,,,Interests/Additional interests/Venezuelan Football Federation
6.0032E+12,Amway Grand Plaza Hotel,,"16,780.00",interests,,,Interests/Additional interests/Amway Grand Plaza Hotel
6.00331E+12,VGS,,"7,670.00",interests,,,Interests/Additional interests/VGS
1.53543E+14,Bed Bath & Beyond,,"49,405.00",work_employers,,,Demographics/Work/Employers/Bed Bath & Beyond
6.00404E+12,Coffea arabica,,"2,247,920.00",interests,,,Interests/Additional interests/Coffea arabica
6.00336E+12,DiGa,,"189,450.00",interests,,,Interests/Additional interests/DiGa
6.00313E+12,Fiat Punto,,"2,615,270.00",interests,,,Interests/Additional interests/Fiat Punto
6.00308E+12,AKOO Clothing Brand,,"65,700.00",interests,,,Interests/Additional interests/AKOO Clothing Brand
4.01031E+14,Commercial Agent,,"135,894.00",work_positions,,,Demographics/Work/Job Titles/Commercial Agent
1.0842E+14,Prison Officer (Agente penitenciíçrio),,"180,055.00",work_positions,,,Demographics/Work/Job Titles/Prison Officer (Agente penitenciíçrio)
6.00314E+12,Carnegie Mellon University,,"1,464,050.00",interests,,,Interests/Additional interests/Carnegie Mellon University
1.63148E+15,Naiara Azevedo,,"1,351,010.00",interests,,,Interests/Additional interests/Naiara Azevedo
6.00312E+12,Pea soup,,"163,180.00",interests,,,Interests/Additional interests/Pea soup
7.86084E+14,THR Raaga Malaysia,,"447,460.00",interests,,,Interests/Additional interests/THR Raaga Malaysia
6.00324E+12,Heavy equipment,,"16,815,080.00",interests,,,Interests/Additional interests/Heavy equipment
6.00319E+12,Immunity (medical),,"4,468,210.00",interests,,,Interests/Additional interests/Immunity (medical)
6.00342E+12,S,,"48,210.00",interests,,,Interests/Additional interests/S
6.00314E+12,Harry Axt,,"3,540.00",interests,,,Interests/Additional interests/Harry Axt
1.07806E+14,Valet (Ayuda de cíçmara),,"40,542.00",work_positions,,,Demographics/Work/Job Titles/Valet (Ayuda de cíçmara)
6.0036E+12,VFXrecruit,,"44,390.00",interests,,,Interests/Additional interests/VFXrecruit
1.98397E+11,Frankfurt,,"3,287.00",work_employers,,,Demographics/Work/Employers/Frankfurt
6.00363E+12,Literary criticism,,"3,589,480.00",interests,,,Interests/Additional interests/Literary criticism
6.00365E+12,Event horizon,,"689,160.00",interests,,,Interests/Additional interests/Event horizon
6.01219E+12,www.d1g.com,,"78,700.00",interests,,,Interests/Additional interests/www.d1g.com
6.00336E+12,BET,,"19,200,200.00",interests,,,Interests/Additional interests/BET
6.00309E+12,Seawater,,"6,872,070.00",interests,,,Interests/Additional interests/Seawater
6.01102E+12,Friends of BJP,,"695,000.00",interests,,,Interests/Additional interests/Friends of BJP
1.11074E+14,Study at AEU,,"4,720.00",education_schools,,,Demographics/Education/Schools/Universities/Study at AEU
6.00329E+12,Miroslav Klose,,"1,606,070.00",interests,,,Interests/Additional interests/Miroslav Klose
6.00922E+12,Senior products,People in households that buy products targeted for Seniors,"348,300.00",behaviors,"Epsilon - Aggregated, multi-sourced offline transaction-based data",Epsilon,Behaviours/Purchase behavior/Purchase types/Senior products
6.00295E+12,Indonesian rupiah,,"11,668,780.00",interests,,,Interests/Additional interests/Indonesian rupiah
6.00321E+12,ezpinoza paz,,"59,250.00",interests,,,Interests/Additional interests/ezpinoza paz
6.00295E+12,BJJ Heroes,,"73,500.00",interests,,,Interests/Additional interests/BJJ Heroes
6.00293E+12,Suzuki Wagon R,,"1,102,340.00",interests,,,Interests/Additional interests/Suzuki Wagon R
6.00287E+12,Amphitheatre,,"2,693,360.00",interests,,,Interests/Additional interests/Amphitheatre
6.00353E+12,BLM Wild Horse & Burro Program,,"44,130.00",interests,,,Interests/Additional interests/BLM Wild Horse & Burro Program
