identification,Case Number,Date-Time,Date,Time,Block,Street,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Location,Latitude,Longitude
6005439,HP100655,1/1/08 9:00,1/1/08,9:00,040XX W 26TH ST,W 26TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,FALSE,FALSE,1013,10,22,30,14,1149285,1886442,2008,1/12/08 1:05,"(41.84431917051324, -87.727644370989)",41.84431917,-87.72764437
6157376,HP247362,1/1/08 9:00,1/1/08,9:00,025XX W 79TH PL,W 79TH PL,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,835,8,18,70,11,1160609,1851876,2008,4/9/08 1:05,"(41.74923888218949, -87.68704074735652)",41.74923888,-87.68704075
6107325,HP199499,1/1/08 9:00,1/1/08,9:00,038XX W 84TH PL,W 84TH PL,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,834,8,18,70,6,1152177,1848222,2008,3/11/08 1:04,"(41.7393813244034, -87.71803499032175)",41.73938132,-87.71803499
6764374,HR181795,1/1/08 9:00,1/1/08,9:00,039XX W 84TH ST,W 84TH ST,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,834,8,18,70,6,1151572,1848618,2008,3/6/09 1:04,"(41.740479866647156, -87.72024130122983)",41.74047987,-87.7202413
7291767,HR708743,1/1/08 9:00,1/1/08,9:00,046XX W ALTGELD ST,W ALTGELD ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,FALSE,FALSE,2521,25,31,19,6,1144798,1916234,2008,1/4/10 10:32,"(41.926157582515586, -87.74335943667586)",41.92615758,-87.74335944
7740606,HS539286,1/1/08 9:00,1/1/08,9:00,070XX W BERWYN AVE,W BERWYN AVE,1195,DECEPTIVE PRACTICE,FINAN EXPLOIT-ELDERLY/DISABLED,RESIDENCE,FALSE,TRUE,1613,,41,10,11,,,2008,11/7/10 0:47,,,
7957765,HT189650,1/1/08 9:00,1/1/08,9:00,055XX W CONGRESS PKWY,W CONGRESS PKWY,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,1522,,29,25,6,,,2008,3/24/11 0:39,,,
7322471,HS127132,1/1/08 9:00,1/1/08,9:00,021XX W CORNELIA AVE,W CORNELIA AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,1913,,32,5,6,,,2008,2/7/10 1:12,,,
7652633,HS457297,1/1/08 9:00,1/1/08,9:00,047XX W DEMING PL,W DEMING PL,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,2521,25,31,19,6,1144193,1916660,2008,8/19/10 1:19,"(41.92733796978182, -87.74557181767821)",41.92733797,-87.74557182
7349728,HS150989,1/1/08 9:00,1/1/08,9:00,047XX W DIVERSEY AVE,W DIVERSEY AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,OTHER,FALSE,FALSE,2521,,31,19,6,,,2008,2/8/10 1:13,,,
7652400,HS455903,1/1/08 9:00,1/1/08,9:00,047XX W DIVERSEY AVE,W DIVERSEY AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,FALSE,FALSE,2521,25,31,19,6,1144537,1918242,2008,8/16/10 1:14,"(41.9316726533077, -87.74426780587446)",41.93167265,-87.74426781
6314526,HP402868,1/1/08 9:00,1/1/08,9:00,028XX W DIVISION ST,W DIVISION ST,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1311,13,26,24,6,1157203,1907812,2008,7/4/08 1:04,"(41.90280367862143, -87.69800600734118)",41.90280368,-87.69800601
6267149,HP348675,1/1/08 9:00,1/1/08,9:00,025XX W FULLERTON AVE,W FULLERTON AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,1431,14,1,22,6,1159141,1915828,2008,6/26/08 1:03,"(41.92476059192918, -87.6906667373121)",41.92476059,-87.69066674
6095631,HP192215,1/1/08 9:00,1/1/08,9:00,032XX W FULTON BLVD,W FULTON BLVD,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,1123,11,28,27,6,1154820,1901779,2008,3/19/08 1:05,"(41.88629665192524, -87.70692102633622)",41.88629665,-87.70692103
8356277,HT588742,1/1/08 9:00,1/1/08,9:00,054XX W GLADYS AVE,W GLADYS AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,1522,,29,25,6,,,2008,1/6/12 0:39,,,
6006159,HP111602,1/1/08 9:00,1/1/08,9:00,046XX W GRACE ST,W GRACE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,1731,17,38,15,26,1144597,1924894,2008,1/12/08 1:05,"(41.949925216838174, -87.74387921989775)",41.94992522,-87.74387922
6413673,HP497145,1/1/08 9:00,1/1/08,9:00,049XX W HIRSCH ST,W HIRSCH ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2533,25,37,25,6,1143143,1908817,2008,8/16/08 1:04,"(41.90583563550912, -87.74962633460552)",41.90583564,-87.74962633
7812000,HS621805,1/1/08 9:00,1/1/08,9:00,039XX W IRVING PARK RD,W IRVING PARK RD,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,1732,,39,16,6,,,2008,11/29/10 0:43,,,
6458519,HP535498,1/1/08 9:00,1/1/08,9:00,052XX W JACKSON BLVD,W JACKSON BLVD,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,FALSE,FALSE,1522,15,29,25,11,1141218,1898202,2008,9/2/08 1:03,"(41.876742515483265, -87.75695956515847)",41.87674252,-87.75695957
5992302,HP100618,1/1/08 9:00,1/1/08,9:00,024XX W LITHUANIAN PLAZA CT,W LITHUANIAN PLAZA CT,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,832,8,15,66,08B,1160954,1858784,2008,1/5/08 1:04,"(41.76818834080134, -87.68558592061288)",41.76818834,-87.68558592
6007569,HP114299,1/1/08 9:00,1/1/08,9:00,004XX W ONTARIO ST,W ONTARIO ST,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1831,18,42,8,6,1173163,1904445,2008,1/12/08 1:05,"(41.8932251299508, -87.63948237708405)",41.89322513,-87.63948238
6955100,HR359532,1/1/08 9:00,1/1/08,9:00,034XX W PIERCE AVE,W PIERCE AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,1422,,26,23,6,,,2008,6/13/09 1:04,,,
6007568,HP114398,1/1/08 9:00,1/1/08,9:00,001XX W RANDOLPH ST,W RANDOLPH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,ATM (AUTOMATIC TELLER MACHINE),FALSE,FALSE,113,1,42,32,11,1175474,1901315,2008,1/23/08 14:56,"(41.88458464161158, -87.631089085823)",41.88458464,-87.63108909
6007574,HP114424,1/1/08 9:00,1/1/08,9:00,023XX W SUNNYSIDE AVE,W SUNNYSIDE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,ATM (AUTOMATIC TELLER MACHINE),FALSE,FALSE,1911,19,47,4,11,1160024,1929868,2008,1/14/08 1:04,"(41.96326899343421, -87.68703322246716)",41.96326899,-87.68703322
6002268,HP110409,1/1/08 9:00,1/1/08,9:00,027XX W TOUHY AVE,W TOUHY AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,FALSE,FALSE,2411,24,50,2,11,1156854,1947681,2008,1/16/08 1:05,"(42.012213694082014, -87.69820255024672)",42.01221369,-87.69820255
7295159,HR712012,1/1/08 9:00,1/1/08,9:00,032XX W WALNUT ST,W WALNUT ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,FALSE,FALSE,1123,11,28,27,6,1154406,1901396,2008,1/13/10 1:15,"(41.88525394463843, -87.70845158102951)",41.88525394,-87.70845158
7340362,HS142281,1/1/08 9:00,1/1/08,9:00,013XX W WASHINGTON BLVD,W WASHINGTON BLVD,840,THEFT,FINANCIAL ID THEFT: OVER $300,ATM (AUTOMATIC TELLER MACHINE),FALSE,FALSE,1212,,27,28,6,,,2008,4/9/10 1:15,,,
6478458,HP554628,1/1/08 9:00,1/1/08,9:00,032XX W WRIGHTWOOD AVE,W WRIGHTWOOD AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,OTHER,FALSE,FALSE,1412,14,35,22,6,1154197,1917141,2008,9/13/08 1:04,"(41.92846381138812, -87.70879810516776)",41.92846381,-87.70879811
7323022,HS127527,1/1/08 9:00,1/1/08,9:00,042XX W WRIGHTWOOD AVE,W WRIGHTWOOD AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,FACTORY/MANUFACTURING BUILDING,FALSE,FALSE,2524,,31,20,6,,,2008,1/24/10 1:16,,,
7677582,HS482543,1/1/08 9:00,1/1/08,9:00,048XX W WRIGHTWOOD AVE,W WRIGHTWOOD AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2521,,31,19,6,,,2008,9/7/10 1:16,,,
8492423,HV169327,1/1/08 9:00,1/1/08,9:00,053XX W WRIGHTWOOD AVE,W WRIGHTWOOD AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2514,,31,19,6,,,2008,3/28/12 9:57,,,
6011112,HP100624,1/1/08 9:22,1/1/08,9:22,058XX S NEW ENGLAND AVE,S NEW ENGLAND AVE,820,THEFT,$300 AND UNDER,STREET,FALSE,FALSE,811,8,23,56,6,1131350,1865238,2008,1/16/08 1:05,"(41.78645992335478, -87.7939524159749)",41.78645992,-87.79395242
5995906,HP100631,1/1/08 9:27,1/1/08,9:27,013XX W GRANVILLE AVE,W GRANVILLE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,FALSE,2433,24,48,77,26,1166225,1941262,2008,1/30/08 1:05,"(41.99440387121984, -87.66390697403452)",41.99440387,-87.66390697
5992046,HP101307,1/1/08 9:30,1/1/08,9:30,074XX S ADA ST,S ADA ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,734,7,17,67,7,1168687,1855413,2008,1/10/08 1:05,"(41.75877456964004, -87.65733787370141)",41.75877457,-87.65733787
5992611,HP100707,1/1/08 9:30,1/1/08,9:30,089XX S LOWE AVE,S LOWE AVE,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,FALSE,TRUE,2223,22,21,71,2,1173502,1845434,2008,6/2/10 10:34,"(41.731285721600926, -87.63998592857841)",41.73128572,-87.63998593
5994910,HP100626,1/1/08 9:30,1/1/08,9:30,055XX S SHIELDS AVE,S SHIELDS AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,711,7,3,68,3,1174877,1867989,2008,1/23/08 14:56,"(41.79314879527139, -87.6342773296597)",41.7931488,-87.63427733
6004573,HP100645,1/1/08 9:30,1/1/08,9:30,028XX W 21ST ST,W 21ST ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1023,10,12,30,08B,1157615,1889972,2008,1/11/08 1:05,"(41.853840606016576, -87.69697851942234)",41.85384061,-87.69697852
5992102,HP101460,1/1/08 9:30,1/1/08,9:30,008XX W OAKDALE AVE,W OAKDALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1932,19,44,6,14,1170061,1919841,2008,1/4/08 1:05,"(41.9355408582321, -87.65042457281714)",41.93554086,-87.65042457
5992257,HP100647,1/1/08 9:45,1/1/08,9:45,016XX W 18TH ST,W 18TH ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,FALSE,FALSE,1222,12,25,31,26,1165532,1891422,2008,1/5/08 1:04,"(41.85765486096262, -87.66787892570923)",41.85765486,-87.66787893
7699992,HS507005,1/1/08 10:00,1/1/08,10:00,036XX E 106TH ST,E 106TH ST,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,CURRENCY EXCHANGE,TRUE,FALSE,432,,10,52,12,,,2008,1/6/11 12:37,,,
6411689,HP495813,1/1/08 10:00,1/1/08,10:00,002XX E OHIO ST,E OHIO ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,FALSE,1834,18,42,8,26,1177895,1904204,2008,10/8/08 1:04,"(41.8924574937604, -87.62211101815976)",41.89245749,-87.62211102
5996332,HP105111,1/1/08 10:00,1/1/08,10:00,027XX N ALBANY AVE,N ALBANY AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,1411,14,35,22,6,1155196,1918072,2008,1/10/08 1:05,"(41.93099852075183, -87.70510204328538)",41.93099852,-87.70510204
5991963,HP101077,1/1/08 10:00,1/1/08,10:00,019XX N CICERO AVE,N CICERO AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,2533,25,31,19,6,1144054,1912303,2008,1/4/08 1:05,"(41.915384532428966, -87.74619221023895)",41.91538453,-87.74619221
6420231,HP503296,1/1/08 10:00,1/1/08,10:00,014XX N FAIRFIELD AVE,N FAIRFIELD AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,1423,14,26,24,26,1157777,1909572,2008,8/15/08 1:04,"(41.90762158116616, -87.69584955238861)",41.90762158,-87.69584955
6548119,HP620884,1/1/08 10:00,1/1/08,10:00,021XX N LEAMINGTON AVE,N LEAMINGTON AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2522,25,37,19,6,1141749,1913617,2008,10/17/08 1:04,"(41.919033279426515, -87.75462809075037)",41.91903328,-87.75462809
7700194,HS507017,1/1/08 10:00,1/1/08,10:00,023XX N MC VICKER AVE,N MC VICKER AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,2512,,29,19,6,,,2008,10/4/10 0:45,,,
7425285,HS227026,1/1/08 10:00,1/1/08,10:00,025XX N MEADE AVE,N MEADE AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,2512,,29,19,6,,,2008,4/15/10 1:17,,,
6006371,HP113905,1/1/08 10:00,1/1/08,10:00,026XX N MONTICELLO AVE,N MONTICELLO AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,2524,25,35,22,26,1151633,1917534,2008,1/18/08 1:04,"(41.92959309750966, -87.718209614561)",41.9295931,-87.71820961
7184899,HR596634,1/1/08 10:00,1/1/08,10:00,017XX N OAK PARK AVE,N OAK PARK AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2513,,36,25,6,,,2008,11/1/09 1:06,,,
6005200,HP101371,1/1/08 10:00,1/1/08,10:00,004XX N STATE ST,N STATE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1831,18,42,8,14,1176260,1903193,2008,1/23/08 14:56,"(41.88972028929435, -87.62814614531187)",41.88972029,-87.62814615
6373566,HP459800,1/1/08 10:00,1/1/08,10:00,013XX N WESTERN AVE,N WESTERN AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,1424,14,1,24,6,1160209,1908718,2008,7/28/08 1:04,"(41.90522819366368, -87.68693933224776)",41.90522819,-87.68693933
7639569,HS443658,1/1/08 10:00,1/1/08,10:00,057XX S ADA ST,S ADA ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,713,7,16,67,6,1168271,1866547,2008,9/11/10 1:19,"(41.789336629323444, -87.65854231406924)",41.78933663,-87.65854231
6557056,HP630475,1/1/08 10:00,1/1/08,10:00,017XX S CLARK ST,S CLARK ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,FALSE,FALSE,2111,1,25,33,6,1175746,1891648,2008,10/27/08 1:04,"(41.8580516724294, -87.63038098272058)",41.85805167,-87.63038098
6252023,HP337268,1/1/08 10:00,1/1/08,10:00,065XX S DR MARTIN LUTHER KING JR DR,S DR MARTIN LUTHER KING JR DR,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,312,3,20,69,5,1180006,1861679,2008,5/27/08 1:05,"(41.77571756274093, -87.61566309485062)",41.77571756,-87.61566309
6535222,HP608272,1/1/08 10:00,1/1/08,10:00,097XX S GREENWOOD AVE,S GREENWOOD AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,FALSE,FALSE,511,5,8,50,11,1185212,1840783,2008,10/11/08 1:03,"(41.71825599261563, -87.59723394517863)",41.71825599,-87.59723395
6831070,HR233021,1/1/08 10:00,1/1/08,10:00,049XX S KEATING AVE,S KEATING AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,815,8,23,56,26,1145481,1871614,2008,4/4/09 1:04,"(41.803701741266494, -87.74197910814337)",41.80370174,-87.74197911
6945307,HR349345,1/1/08 10:00,1/1/08,10:00,091XX S KINGSTON AVE,S KINGSTON AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,FALSE,FALSE,423,,7,48,11,,,2008,7/7/09 1:03,,,
6406810,HP491350,1/1/08 10:00,1/1/08,10:00,120XX S LAFLIN ST,S LAFLIN ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,FALSE,FALSE,524,5,34,53,6,1168551,1824743,2008,8/6/08 1:04,"(41.674614319583426, -87.65871704769599)",41.67461432,-87.65871705
6090131,HP185614,1/1/08 10:00,1/1/08,10:00,085XX S MANISTEE AVE,S MANISTEE AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,423,4,7,46,6,1196019,1848621,2008,3/2/08 1:04,"(41.739503769556364, -87.55739383941244)",41.73950377,-87.55739384
6011468,HP100769,1/1/08 10:00,1/1/08,10:00,056XX S MASON AVE,S MASON AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,FALSE,TRUE,811,8,23,56,26,1137706,1866678,2008,1/23/08 14:56,"(41.79029975656353, -87.77061297138258)",41.79029976,-87.77061297
6449855,HP523853,1/1/08 10:00,1/1/08,10:00,048XX S PAULINA ST,S PAULINA ST,843,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,RESIDENCE,FALSE,FALSE,931,9,20,61,6,1165869,1872519,2008,8/29/08 1:05,"(41.80577590760013, -87.66717999428461)",41.80577591,-87.66717999
5992406,HP100826,1/1/08 10:00,1/1/08,10:00,108XX S RACINE AVE,S RACINE AVE,820,THEFT,$300 AND UNDER,RESIDENCE,FALSE,FALSE,2234,22,34,75,6,1170299,1832619,2008,1/6/08 1:05,"(41.69618962927127, -87.65209113641289)",41.69618963,-87.65209114
7457543,HS258655,1/1/08 10:00,1/1/08,10:00,089XX S THROOP ST,S THROOP ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,FALSE,FALSE,2222,,21,73,6,,,2008,5/3/10 1:14,,,
7305154,HR711531,1/1/08 10:00,1/1/08,10:00,052XX W 64TH ST,W 64TH ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,813,,13,64,6,,,2008,2/28/10 1:13,,,
5994216,HP102495,1/1/08 10:00,1/1/08,10:00,037XX W 76TH ST,W 76TH ST,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,833,,18,70,6,,,2008,1/6/08 1:05,,,
5991721,HP100840,1/1/08 10:00,1/1/08,10:00,023XX W 91ST ST,W 91ST ST,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,2221,22,19,72,08A,1162476,1844206,2008,1/5/08 1:04,"(41.72815252658458, -87.68041252133227)",41.72815253,-87.68041252
5993634,HP102234,1/1/08 10:00,1/1/08,10:00,022XX W ADAMS ST,W ADAMS ST,810,THEFT,OVER $300,STREET,FALSE,FALSE,1211,12,2,28,6,1161177,1899071,2008,1/5/08 1:04,"(41.87873595117207, -87.68365187360942)",41.87873595,-87.68365187
6068904,HP169140,1/1/08 10:00,1/1/08,10:00,021XX W BELMONT AVE,W BELMONT AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1913,19,32,5,11,1161451,1921267,2008,2/4/09 1:04,"(41.93963773031636, -87.68202695645728)",41.93963773,-87.68202696
6198200,HP286663,1/1/08 10:00,1/1/08,10:00,062XX W IRVING PARK RD,W IRVING PARK RD,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1624,16,38,15,6,1133658,1925963,2008,4/25/08 1:06,"(41.953058070638676, -87.78406521458692)",41.95305807,-87.78406521
8261281,HT495003,1/1/08 10:00,1/1/08,10:00,057XX W RACE AVE,W RACE AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,1512,,29,25,6,,,2008,9/25/11 0:43,,,
6036396,HP138928,1/1/08 10:00,1/1/08,10:00,054XX W ROOSEVELT RD,W ROOSEVELT RD,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,FALSE,TRUE,1522,15,29,25,26,1140443,1894202,2008,1/28/08 1:04,"(41.86578023242042, -87.75990327800868)",41.86578023,-87.75990328
5995121,HP100677,1/1/08 10:05,1/1/08,10:05,031XX W 13TH ST,W 13TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,1022,10,24,29,08B,1155532,1893912,2008,1/16/08 1:05,"(41.86469450653445, -87.70451803401752)",41.86469451,-87.70451803
5992174,HP100772,1/1/08 10:10,1/1/08,10:10,030XX W WALNUT ST,W WALNUT ST,5011,OTHER OFFENSE,LICENSE VIOLATION,RESIDENCE,TRUE,FALSE,1331,13,2,27,26,1156167,1901438,2008,1/5/08 1:04,"(41.88533382661535, -87.7019837180669)",41.88533383,-87.70198372
5995705,HP100699,1/1/08 10:20,1/1/08,10:20,005XX E 130TH ST,E 130TH ST,460,BATTERY,SIMPLE,GROCERY FOOD STORE,FALSE,FALSE,533,5,9,54,08B,1182171,1819172,2008,1/7/08 1:04,"(41.65902324230873, -87.60903740661159)",41.65902324,-87.60903741
5992168,HP100689,1/1/08 10:20,1/1/08,10:20,027XX W 68TH ST,W 68TH ST,041A,BATTERY,AGGRAVATED: HANDGUN,VEHICLE NON-COMMERCIAL,TRUE,FALSE,831,8,15,66,04B,1159482,1859406,2008,10/19/10 0:48,"(41.76992549367984, -87.69096450447798)",41.76992549,-87.6909645
6002810,HP100683,1/1/08 10:22,1/1/08,10:22,003XX E 47TH ST,E 47TH ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,TRUE,FALSE,222,2,3,38,26,1179058,1873967,2008,1/11/08 1:05,"(41.809458647134825, -87.61876391887809)",41.80945865,-87.61876392
5993334,HP100684,1/1/08 10:22,1/1/08,10:22,069XX N ASHLAND BLVD,N ASHLAND BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,FALSE,2431,24,49,1,08B,1164491,1945855,2008,1/5/08 1:04,"(42.00704419176792, -87.67015451748031)",42.00704419,-87.67015452
6001580,HP100669,1/1/08 10:23,1/1/08,10:23,047XX W GLADYS AVE,W GLADYS AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1131,11,24,25,18,1144643,1897890,2008,1/9/08 1:04,"(41.8758225458506, -87.7443917378785)",41.87582255,-87.74439174
5992933,HP100778,1/1/08 10:24,1/1/08,10:24,008XX E 63RD ST,E 63RD ST,860,THEFT,RETAIL THEFT,GAS STATION,TRUE,FALSE,313,3,20,42,6,1183199,1863466,2008,1/5/08 1:04,"(41.78054753822002, -87.60390242752462)",41.78054754,-87.60390243
6002655,HP100693,1/1/08 10:24,1/1/08,10:24,042XX S MICHIGAN AVE,S MICHIGAN AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,FALSE,FALSE,214,2,3,38,26,1177826,1876819,2008,1/11/08 1:05,"(41.81731280289569, -87.62319620218538)",41.8173128,-87.6231962
5994662,HP102359,1/1/08 10:30,1/1/08,10:30,048XX N SHERIDAN RD,N SHERIDAN RD,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,2024,20,46,3,6,1168726,1932090,2008,1/6/08 1:05,"(41.9691816625673, -87.65497443669017)",41.96918166,-87.65497444
5995557,HP100739,1/1/08 10:30,1/1/08,10:30,028XX S CHRISTIANA AVE,S CHRISTIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,1032,10,22,30,14,1154447,1885135,2008,1/28/08 1:04,"(41.840631143596404, -87.70873545366855)",41.84063114,-87.70873545
6004511,HP100723,1/1/08 10:36,1/1/08,10:36,048XX S ASHLAND AVE,S ASHLAND AVE,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,931,9,20,61,6,1166524,1872788,2008,1/11/08 1:05,"(41.806500118079555, -87.66477002793422)",41.80650012,-87.66477003
5995126,HP100708,1/1/08 10:38,1/1/08,10:38,015XX S TRUMBULL AVE,S TRUMBULL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1021,10,24,29,08B,1153656,1892337,2008,1/13/08 1:05,"(41.86041003020657, -87.71144674603396)",41.86041003,-87.71144675
5992181,HP100968,1/1/08 10:39,1/1/08,10:39,011XX S HAMILTON AVE,S HAMILTON AVE,460,BATTERY,SIMPLE,GOVERNMENT BUILDING/PROPERTY,FALSE,FALSE,1224,12,2,28,08B,1162078,1895078,2008,1/5/08 1:04,"(41.867760034127144, -87.68045509919715)",41.86776003,-87.6804551
5999696,HP100714,1/1/08 10:40,1/1/08,10:40,006XX N CHRISTIANA AVE,N CHRISTIANA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,1121,11,27,23,08B,1153893,1903940,2008,1/13/08 1:05,"(41.892245168001146, -87.71026758369248)",41.89224517,-87.71026758
5995302,HP100721,1/1/08 10:40,1/1/08,10:40,132XX S RIVERDALE AVE,S RIVERDALE AVE,498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,RESIDENCE,TRUE,FALSE,533,5,9,54,04B,1181887,1817388,2008,1/7/08 1:04,"(41.654134215951466, -87.61013140132788)",41.65413422,-87.6101314
5995522,HP101064,1/1/08 10:40,1/1/08,10:40,025XX W WASHINGTON BLVD,W WASHINGTON BLVD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1332,13,2,28,7,1159694,1900646,2008,1/10/08 1:05,"(41.8830885715424, -87.68905374745934)",41.88308857,-87.68905375
6000083,HP100848,1/1/08 10:45,1/1/08,10:45,019XX W CERMAK RD,W CERMAK RD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,FALSE,FALSE,1223,12,25,31,7,1163443,1889450,2008,1/10/08 1:05,"(41.85228767492161, -87.67560223428549)",41.85228767,-87.67560223
